Date,Open,High,Low,Close,Adj Close,Volume
12/1/2008,817.200012,883.599976,740,883.599976,883.599976,9599
1/1/2009,881.5,930.299988,805.599976,927.299988,927.299988,215420
2/1/2009,924.299988,1004.900024,889.799988,941.5,941.5,14216
3/1/2009,945,963.200012,885,922.599976,922.599976,178292
4/1/2009,918.599976,932.5,865,890.700012,890.700012,17300
5/1/2009,884,980.400024,881.5,978.799988,978.799988,234559
6/1/2009,978.799988,990.299988,917.299988,927.099976,927.099976,12773
7/1/2009,929.299988,958.099976,905.599976,953.700012,953.700012,177420
8/1/2009,952.599976,971.099976,931.5,951.700012,951.700012,7492
9/1/2009,954.200012,1019.799988,948.700012,1008,1008,15642
10/1/2009,1007.400024,1070.199951,986.799988,1039.699951,1039.699951,3699
11/1/2009,1053.400024,1195,1043.5,1181.099976,1181.099976,333290
12/1/2009,1181,1226.400024,1075,1095.199951,1095.199951,24177
1/1/2010,1117.699951,1161.199951,1073.199951,1083,1083,320664
2/1/2010,1081,1127.400024,1045.199951,1118.300049,1118.300049,18209
3/1/2010,1119.300049,1145,1085.5,1113.300049,1113.300049,222583
4/1/2010,1125.099976,1181.300049,1111.300049,1180.099976,1180.099976,10917
5/1/2010,1178.599976,1246.5,1159.199951,1212.199951,1212.199951,361661
6/1/2010,1224.800049,1264.800049,1196.900024,1245.5,1245.5,16703
7/1/2010,1206.300049,1242.400024,1158,1181.699951,1181.699951,267525
8/1/2010,1183.400024,1249.400024,1174.699951,1248.300049,1248.300049,9250
9/1/2010,1246.300049,1315.199951,1240,1307.800049,1307.800049,33200
10/1/2010,1309,1383.900024,1309,1357.099976,1357.099976,3190
11/1/2010,1360.300049,1423.199951,1327.5,1385,1385,245327
12/1/2010,1386.800049,1431.099976,1362.5,1421.099976,1421.099976,16511
1/1/2011,1415.599976,1423.900024,1307.699951,1333.800049,1333.800049,299379
2/1/2011,1333.099976,1415.699951,1324.900024,1409.300049,1409.300049,14468
3/1/2011,1415.300049,1446.900024,1385.5,1438.900024,1438.900024,194338
4/1/2011,1433.400024,1568.699951,1413,1556,1556,15801
5/1/2011,1572.900024,1576.599976,1471,1535.900024,1535.900024,271249
6/1/2011,1535.699951,1558.5,1490.699951,1502.300049,1502.300049,15027
7/1/2011,1502.199951,1634.900024,1480,1628.300049,1628.300049,309932
8/1/2011,1623,1909.300049,1607,1828.5,1828.5,25647
9/1/2011,1825.800049,1911.599976,1562.400024,1620.400024,1620.400024,31848
10/1/2011,1627.800049,1752,1596.599976,1724.199951,1724.199951,2715
11/1/2011,1706.699951,1798.400024,1674.400024,1745.5,1745.5,257009
12/1/2011,1747,1762.900024,1525,1565.800049,1565.800049,11311
1/1/2012,1568.900024,1747.699951,1566,1737.800049,1737.800049,237708
2/1/2012,1738.199951,1790.400024,1669,1709.900024,1709.900024,9587
3/1/2012,1698.599976,1724.599976,1633.800049,1669.300049,1669.300049,254540
4/1/2012,1670.400024,1682.800049,1612.300049,1663.400024,1663.400024,9743
5/1/2012,1665,1670.5,1528.5,1562.599976,1562.599976,345507
6/1/2012,1560,1639.699951,1545.5,1603.5,1603.5,11162
7/1/2012,1597.099976,1627.5,1557.199951,1610.5,1610.5,257528
8/1/2012,1613.400024,1690,1583.099976,1684.599976,1684.599976,11783
9/1/2012,1689.099976,1785.300049,1687.699951,1771.099976,1771.099976,25557
10/1/2012,1766,1794.800049,1698.599976,1717.5,1717.5,2741
11/1/2012,1722.300049,1751.300049,1674.099976,1710.900024,1710.900024,345777
12/1/2012,1714.900024,1722.300049,1635.800049,1674.800049,1674.800049,7061
1/1/2013,1672.800049,1694.699951,1625.699951,1660.599976,1660.599976,197723
2/1/2013,1663.900024,1683.400024,1555.199951,1577.699951,1577.699951,11784
3/1/2013,1579.599976,1613.800049,1561.800049,1594.800049,1594.800049,223847
4/1/2013,1596.800049,1602.599976,1323,1472.199951,1472.199951,14648
5/1/2013,1475.800049,1487.099976,1342.900024,1392.599976,1392.599976,222108
6/1/2013,1389.099976,1422.699951,1183.199951,1223.800049,1223.800049,12739
7/1/2013,1234.699951,1343.5,1208.900024,1312.400024,1312.400024,186170
8/1/2013,1323,1428,1274,1396.099976,1396.099976,10507
9/1/2013,1393,1414.400024,1292.099976,1326.5,1326.5,17759
10/1/2013,1328,1359.699951,1254.099976,1323.599976,1323.599976,2723
11/1/2013,1325.699951,1325.699951,1229,1250.599976,1250.599976,270667
12/1/2013,1251.400024,1267,1182,1201.900024,1201.900024,14554
1/1/2014,1204.300049,1269.400024,1204.300049,1240.099976,1240.099976,189701
2/1/2014,1242.400024,1343.900024,1241.199951,1321.400024,1321.400024,11943
3/1/2014,1335.900024,1391.400024,1282.400024,1283.400024,1283.400024,255794
4/1/2014,1285.099976,1330,1272.400024,1295.599976,1295.599976,8265
5/1/2014,1288.699951,1314.199951,1241.800049,1245.599976,1245.599976,211143
6/1/2014,1250,1328.699951,1240.5,1321.800049,1321.800049,10619
7/1/2014,1326.699951,1343.699951,1280.599976,1281.300049,1281.300049,224607
8/1/2014,1284.099976,1321.400024,1272,1285.800049,1285.800049,9633
9/1/2014,1284.5,1286.400024,1204,1210.5,1210.5,27705
10/1/2014,1207.699951,1251,1161.400024,1171.099976,1171.099976,4510
11/1/2014,1166.400024,1202.400024,1133,1175.199951,1175.199951,299410
12/1/2014,1160,1238,1141.699951,1183.900024,1183.900024,11140
1/1/2015,1184,1303.5,1169.5,1278.5,1278.5,258615
2/1/2015,1284.099976,1284.699951,1191.599976,1212.599976,1212.599976,8294
3/1/2015,1214.300049,1222.699951,1144.300049,1183.099976,1183.099976,215205
4/1/2015,1182.900024,1224.199951,1174.599976,1183.5,1183.5,328901746
5/1/2015,1178.099976,1228.099976,1170,1189.400024,1189.400024,258123
6/1/2015,1190.599976,1204,1164,1172.099976,1172.099976,597263843
7/1/2015,1173.099976,1173.099976,1078.599976,1094.900024,1094.900024,216892
8/1/2015,1083.699951,1169.800049,1079.099976,1131.599976,1131.599976,1894250570
9/1/2015,1133.5,1155.900024,1098.199951,1115.5,1115.5,9119
10/1/2015,1115.199951,1189,1105.800049,1141.5,1141.5,4321
11/1/2015,1141.300049,1142.699951,1051.099976,1065.800049,1065.800049,1599812103
12/1/2015,1064.599976,1098.800049,1046.199951,1060.300049,1060.300049,10149
1/1/2016,1061.5,1128,1061,1117.300049,1117.300049,2385571803
2/1/2016,1116.699951,1260.800049,1115.300049,1233.900024,1233.900024,13930
3/1/2016,1240.5,1280.699951,1210,1234.199951,1234.199951,244751
4/1/2016,1232.300049,1295.5,1209.199951,1289.199951,1289.199951,9954
5/1/2016,1293.199951,1306,1199,1214.800049,1214.800049,1923146269
6/1/2016,1215.699951,1355.599976,1205.400024,1318.400024,1318.400024,13380
7/1/2016,1324.5,1374.900024,1312.800049,1349,1349,281653
8/1/2016,1348.800049,1366,1306.300049,1306.900024,1306.900024,11854
9/1/2016,1305.300049,1350.5,1301.5,1318.800049,1318.800049,765379220
10/1/2016,1313.5,1316.800049,1248.900024,1271.5,1271.5,5775
11/1/2016,1279.300049,1318.599976,1167.900024,1170.800049,1170.800049,242622
12/1/2016,1172.699951,1186.699951,1123.900024,1150,1150,9972
1/1/2017,1154.400024,1223,1146.5,1208.599976,1208.599976,2539728596
2/1/2017,1211.900024,1263.099976,1197.900024,1252.599976,1252.599976,11087
3/1/2017,1247.800049,1257.699951,1196.199951,1247.300049,1247.300049,251026
4/1/2017,1251.900024,1297.400024,1243,1266.099976,1266.099976,2210948019
5/1/2017,1268.699951,1273.199951,1214,1272,1272,404733
6/1/2017,1268,1295.199951,1238.099976,1240.699951,1240.699951,8948
7/1/2017,1241.699951,1277.300049,1204,1266.599976,1266.599976,2376990246
8/1/2017,1268.400024,1323.800049,1251.400024,1316.199951,1316.199951,10098
9/1/2017,1320.199951,1355.800049,1277,1281.5,1281.5,26808
10/1/2017,1282.199951,1308.400024,1260.5,1267,1267,3265707074
11/1/2017,1272.199951,1296.199951,1265.300049,1273.199951,1273.199951,326214
12/1/2017,1274.099976,1306.300049,1236.5,1306.300049,1306.300049,7596
1/1/2018,1305.300049,1365.400024,1302.300049,1339,1339,4211534342
2/1/2018,1343.800049,1361.400024,1307,1315.5,1315.5,10243
3/1/2018,1310.400024,1354.400024,1301.800049,1322.800049,1322.800049,356297
4/1/2018,1330.699951,1369.400024,1309.599976,1316.199951,1316.199951,3276009620
5/1/2018,1313.199951,1320.800049,1285.199951,1300.099976,1300.099976,441893
6/1/2018,1298.599976,1307.699951,1244.800049,1251.300049,1251.300049,5166
7/1/2018,1253.400024,1266.900024,1210.699951,1223.699951,1223.699951,3125558109
8/1/2018,1222.900024,1223.699951,1161.400024,1200.300049,1200.300049,5996
9/1/2018,1206.300049,1218,1180,1191.5,1191.5,2845379194
10/1/2018,1191.599976,1238.599976,1183.699951,1212.300049,1212.300049,4126
11/1/2018,1215.400024,1236,1196.300049,1220.199951,1220.199951,304805
12/1/2018,1227.800049,1286.5,1221.300049,1284.699951,1284.699951,1933025224
1/1/2019,1285,1325.400024,1275.300049,1319.699951,1319.699951,54023580
2/1/2019,1320.300049,1344,1301.599976,1312.800049,1312.800049,48820237
3/1/2019,1312.199951,1322.900024,1281,1296.699951,1296.699951,1471678
4/1/2019,1291.800049,1309.099976,1266,1282.800049,1282.800049,952038
5/1/2019,1278.699951,1306.400024,1266.599976,1305.800049,1305.800049,36261295
6/1/2019,1312.5,1433.300049,1307,1395.5,1395.5,5139895
7/1/2019,1386.599976,1444.199951,1382.800049,1426.099976,1426.099976,2458773
8/1/2019,1411.300049,1565,1400.900024,1519.099976,1519.099976,4864274
9/1/2019,1535.199951,1553.199951,1463.5,1465.699951,1465.699951,88392138
10/1/2019,1468.699951,1518.800049,1458.300049,1511.400024,1511.400024,1498161
11/1/2019,1511,1516.5,1447.099976,1465.599976,1465.599976,14418752
12/1/2019,1470.300049,1523.400024,1453.300049,1519.5,1519.5,528590
1/1/2020,1521,1604.199951,1518,1582.900024,1582.900024,52052504
2/1/2020,1597.800049,1686.599976,1547.699951,1642.5,1642.5,42899829
3/1/2020,1583.900024,1701.599976,1452.099976,1583.400024,1583.400024,3342720
4/1/2020,1570,1775,1570,1684.199951,1684.199951,1468022
5/1/2020,1686.599976,1770.5,1670.5,1755.199951,1755.199951,32837252
6/1/2020,1740.400024,1793.199951,1668.599976,1793,1793,2000388
7/1/2020,1793.599976,1981.099976,1765.800049,1962.800049,1962.800049,2443450
8/1/2020,1997.400024,2063,1871.599976,1967.599976,1967.599976,3583884
9/1/2020,1961.699951,1986.300049,1851.5,1887.5,1887.5,17781
10/1/2020,1884.099976,1929.099976,1858.800049,1877.400024,1877.400024,9613
11/1/2020,1872.900024,1963.199951,1847.099976,1860.699951,1860.699951,3420
